property_title,availability_number,promotion_label,property_type,bedrooms,bathrooms,furnish_type,apart_size,rating,city,capacity,price,currency,date,month,day,year,quarter,rental_period
Wonderful and Homey 1BR Apartment Southgate Residence By Travelio,1.0,BIG SALE,Apartment,1,1,Full Furnished,43 sqm,New,Tanjung Barat,2.0,10000000,IDR,2025-01-16,1,16,2025,1,monthly
Simply Homey 2BR Signature Park Tebet Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,41 sqm,4.9,Tebet,4.0,7500000,IDR,2025-01-16,1,16,2025,1,monthly
Modern and Homey Studio (No Kitchen) at Osaka Riverview PIK 2 Apartment By Travelio,1.0,New,Apartment,Studio,1,Full Furnished,14 sqm,New,PIK 2,2.0,3000000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort 2BR Apartment at Bassura City By Travelio,1.0,Favourite,Apartment,2,1,Full Furnished,34 sqm,5.0,Cipinang,4.0,4696900,IDR,2025-01-16,1,16,2025,1,monthly
Minimalist and Homey 1BR at Bassura City Apartment By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,28 sqm,5.0,Cipinang,2.0,4490000,IDR,2025-01-16,1,16,2025,1,monthly
Simply and Compact Studio Apartment Metro Park Residence By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,27 sqm,4.9,Kebon Jeruk,2.0,4400000,IDR,2025-01-16,1,16,2025,1,monthly
Good Deal and Restful Studio Tifolia Apartment By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,21 sqm,4.8,Pulo Gadung,2.0,3150000,IDR,2025-01-16,1,16,2025,1,monthly
New Furnished and Homey 3BR Green Sedayu Apartment By Travelio,1.0,Disc+Cashbac,Apartment,3,2,Full Furnished,62 sqm,5.0,Cengkareng,4.0,10090000,IDR,2025-01-16,1,16,2025,1,monthly
Studio Furnished with Comfort Design Green Bay Pluit Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,5.0,Pluit,2.0,3890000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy 2BR Bassura City Apartment with Mall Access By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,34 sqm,4.9,Cipinang,4.0,5800000,IDR,2025-01-16,1,16,2025,1,monthly
Best Deal and Comfortable 2BR Signature Park Tebet Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,31 sqm,5.0,Tebet,3.0,6940000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort and Spacious 3BR + Extra Room at Casa Grande Residence Apartment By Travelio,1.0,Flash Sale,Apartment,3,2,Full Furnished,160 sqm,5.0,Casablanca,5.0,31700000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy and Relax 2BR Green Pramuka City Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,33 sqm,5.0,Cempaka Putih,3.0,5240000,IDR,2025-01-16,1,16,2025,1,monthly
Functional and Minimalist Greenlake Sunter Studio Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,20 sqm,5.0,Sunter,2.0,3690000,IDR,2025-01-16,1,16,2025,1,monthly
Great Choice 1BR with Walking Closet at Grand Madison Apartment By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,51 sqm,4.9,Tanjung Duren,2.0,11500000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Stay 3BR Apartment Mediterania Lagoon Residence By Travelio,1.0,BIG SALE,Apartment,3,2,Full Furnished,97 sqm,New,Kemayoran,5.0,11740000,IDR,2025-01-16,1,16,2025,1,monthly
Best Deal and Serene Studio Apartment Tokyo Riverside PIK 2 By Travelio,1.0,BIG SALE,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,2807000,IDR,2025-01-16,1,16,2025,1,monthly
Affordable and Minimalist 2BR Apartment Gading Nias Residence By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,35 sqm,5.0,Kelapa Gading,3.0,3200000,IDR,2025-01-16,1,16,2025,1,monthly
Elegant and Comfy 1BR with Extra Room Apartment at Bellagio Residence By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,52 sqm,5.0,Mega Kuningan,2.0,10890000,IDR,2025-01-16,1,16,2025,1,monthly
Best Deal and Homey Studio Loft  Apple 1 Condovilla Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,24 sqm,New,Pasar Minggu,2.0,5990000,IDR,2025-01-16,1,16,2025,1,monthly
Elegant and Comfort 2BR Apartment at Royal Olive Residence By Travelio,1.0,Flash Sale,Apartment,2,1,Full Furnished,51 sqm,4.9,Pejaten,4.0,8570000,IDR,2025-01-16,1,16,2025,1,monthly
Minimalist and Comfort Studio at Green Park View Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,20 sqm,5.0,Daan Mogot,2.0,3290000,IDR,2025-01-16,1,16,2025,1,monthly
Wonderful Studio at Kebagusan City Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,22 sqm,4.9,Kebagusan,2.0,4010000,IDR,2025-01-16,1,16,2025,1,monthly
Private and Strategic 2BR Apartment One Park Residence By Travelio,1.0,tidak ada promo,Apartment,2,2,Full Furnished,82 sqm,5.0,Gandaria,3.0,15000000,IDR,2025-01-16,1,16,2025,1,monthly
Good Choice and Minimalist Studio Tamansari The Hive Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,27 sqm,New,Cawang,2.0,5790000,IDR,2025-01-16,1,16,2025,1,monthly
Best View 1BR Apartment at The Mansion Kemayoran near JIEXPO By Travelio,1.0,BIG SALE,Apartment,1,1,Full Furnished,29 sqm,5.0,Kemayoran,2.0,4690000,IDR,2025-01-16,1,16,2025,1,monthly
Warm and Comfort Studio Room at Tifolia Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,New,Pulo Gadung,2.0,3890000,IDR,2025-01-16,1,16,2025,1,monthly
Homey and Simply 2BR Kebagusan City Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,35 sqm,4.9,Kebagusan,3.0,5210000,IDR,2025-01-16,1,16,2025,1,monthly
Tidy Studio Apartment at Bassura City near Shopping Mall By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,20 sqm,4.9,Cipinang,2.0,4120000,IDR,2025-01-16,1,16,2025,1,monthly
Highest Value 1BR Apartment at Ciputra International By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,50 sqm,4.9,Cengkareng,2.0,6800000,IDR,2025-01-16,1,16,2025,1,monthly
Tidy 2BR with Comfortable Design at Puri Park View Apartment By Travelio,1.0,GOOD DEAL,Apartment,2,1,Full Furnished,35 sqm,New,Kembangan,4.0,4150000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Living Studio Apartment Tokyo Riverside PIK 2 By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,2850000,IDR,2025-01-16,1,16,2025,1,monthly
Kebagusan City Apartment Simple And Affordable Studio By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,27 sqm,4.9,Kebagusan,2.0,3890000,IDR,2025-01-16,1,16,2025,1,monthly
Nice and Modern 2BR at Green Pramuka City Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,34 sqm,5.0,Cempaka Putih,3.0,5240000,IDR,2025-01-16,1,16,2025,1,monthly
Elegant and Homey 2BR Apartment Park Royale By Travelio,1.0,NEW UNIT,Apartment,2,1,Full Furnished,85 sqm,New,Bendungan Hilir,3.0,12690000,IDR,2025-01-16,1,16,2025,1,monthly
Good Place 1BR Apartment Gading Nias Residence By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,35 sqm,New,Kelapa Gading,2.0,3390000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy and Homey Studio Room Tokyo Riverside PIK 2 Apartment By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,2790000,IDR,2025-01-16,1,16,2025,1,monthly
Relax Studio Apartment at Green Palace Kalibata By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,21 sqm,5.0,Kalibata,2.0,4050000,IDR,2025-01-16,1,16,2025,1,monthly
Tidy and Homey Studio at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,Flash Sale,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,3207200,IDR,2025-01-16,1,16,2025,1,monthly
Good Place and Homey 2BR Bassura City Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,28 sqm,New,Cipinang,3.0,4500000,IDR,2025-01-16,1,16,2025,1,monthly
Elegant and Nice 2BR at L'Avenue Apartment Pancoran By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,106 sqm,5.0,Pancoran,4.0,14200000,IDR,2025-01-16,1,16,2025,1,monthly
Good Place and Comfortable 1BR at Fatmawati City Center Apartment By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,42 sqm,New,Fatmawati,2.0,10590000,IDR,2025-01-16,1,16,2025,1,monthly
Strategic 2BR Apartment with Workspace at Seasons City By Travelio,1.0,BIG SALE,Apartment,2,2,Full Furnished,76 sqm,4.9,Tambora,4.0,7390000,IDR,2025-01-16,1,16,2025,1,monthly
Good Place Studio at Puri Orchard Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,26 sqm,4.9,Cengkareng,2.0,4290000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Stay Studio Room at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,4.9,PIK 2,2.0,3540000,IDR,2025-01-16,1,16,2025,1,monthly
Tranquil Stay 2BR at Osaka Riverview PIK 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,25 sqm,New,PIK 2,3.0,3690000,IDR,2025-01-16,1,16,2025,1,monthly
Nice and Elegant Studio Menteng Park Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,33 sqm,5.0,Menteng,2.0,8090000,IDR,2025-01-16,1,16,2025,1,monthly
Luxurious and Fully Furnished 2BR Casablanca Apartment By Travelio,1.0,Flash Sale,Apartment,2,2,Full Furnished,121 sqm,4.6,Casablanca,5.0,18200000,IDR,2025-01-16,1,16,2025,1,monthly
Modern 1BR Apartment with City View at H Residence By Travelio,1.0,BIG SALE,Apartment,1,1,Full Furnished,37 sqm,5.0,MT Haryono,2.0,6440000,IDR,2025-01-16,1,16,2025,1,monthly
Stunning and Comfortable 1BR Apartment at The Mansion Kemayoran By Travelio,1.0,GOOD DEAL,Apartment,1,1,Full Furnished,22 sqm,5.0,Kemayoran,2.0,5000000,IDR,2025-01-16,1,16,2025,1,monthly
Elegant and Spacious 2BR Apartment at Satu8 Residence Kedoya By Travelio,1.0,tidak ada promo,Apartment,2,2,Full Furnished,91 sqm,5.0,Kedoya Selatan,4.0,11950000,IDR,2025-01-16,1,16,2025,1,monthly
Relaxing 2BR at Green Pramuka City Apartment By Travelio,1.0,Flash Sale,Apartment,2,1,Full Furnished,33 sqm,5.0,Cempaka Putih,4.0,4940000,IDR,2025-01-16,1,16,2025,1,monthly
Warm and Comfortable Studio at Amethyst Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,32 sqm,4.9,Gunung Sahari,2.0,4250000,IDR,2025-01-16,1,16,2025,1,monthly
Comfortable and Simply Studio Apartment at Elpis Residence By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,23 sqm,5.0,Gunung Sahari,2.0,4640000,IDR,2025-01-16,1,16,2025,1,monthly
Modern and Simply 2BR at Green Pramuka City Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,33 sqm,5.0,Cempaka Putih,4.0,5140000,IDR,2025-01-16,1,16,2025,1,monthly
Simple and Serene Stay Studio Tokyo Riverside PIK 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,3240000,IDR,2025-01-16,1,16,2025,1,monthly
Luxury 2BR at Apartment Woodland Park Residence By Travelio,1.0,Flash Sale,Apartment,2,1,Full Furnished,39 sqm,4.8,Kalibata,3.0,6490000,IDR,2025-01-16,1,16,2025,1,monthly
Simply Design Studio Room Tokyo Riverside PIK 2 Apartment By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,2900000,IDR,2025-01-16,1,16,2025,1,monthly
1BR Apartment with Sofa Bed at Northland Ancol By Travelio,1.0,BIG SALE,Apartment,1,1,Full Furnished,31 sqm,4.7,Ancol,2.0,3500000,IDR,2025-01-16,1,16,2025,1,monthly
Comfortable Studio Room at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,3900000,IDR,2025-01-16,1,16,2025,1,monthly
Warm and Simply 2BR at Greenlake Sunter Apartment By Travelio,1.0,GOOD DEAL,Apartment,2,1,Full Furnished,36 sqm,5.0,Sunter,3.0,4290000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort 1BR Northland Ancol Apartment near Ancol By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,31 sqm,4.9,Ancol,2.0,4373700,IDR,2025-01-16,1,16,2025,1,monthly
Cozy and Best Deal Studio Apartment Amethyst By Travelio,1.0,NEW UNIT,Apartment,Studio,1,Full Furnished,32 sqm,5.0,Gunung Sahari,2.0,3890000,IDR,2025-01-16,1,16,2025,1,monthly
Strategic 2BR at Bassura City Apartment By Travelio,1.0,Favourite,Apartment,2,1,Full Furnished,34 sqm,4.9,Cipinang,4.0,4960000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort 2BR at Puri Park View Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,33 sqm,5.0,Kembangan,3.0,4800000,IDR,2025-01-16,1,16,2025,1,monthly
Super Great Homey 3BR at Sudirman Suites Apartment By Travelio,1.0,Limited Time,Apartment,3,1,Full Furnished,63 sqm,5.0,Sudirman,4.0,16890000,IDR,2025-01-16,1,16,2025,1,monthly
1BR Cozy and Stylish Signature Park Grande Apartment By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,37 sqm,5.0,MT Haryono,2.0,6690000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort Living 1BR at Pakubuwono Terrace Apartment By Travelio,1.0,Flash Sale,Apartment,1,1,Full Furnished,38 sqm,5.0,Pakubuwono,2.0,4700000,IDR,2025-01-16,1,16,2025,1,monthly
Nice and Elegant 1BR at L'Avenue Apartment Pancoran By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,63 sqm,5.0,Pancoran,2.0,11343800,IDR,2025-01-16,1,16,2025,1,monthly
Homey 2BR Apartment Gading Nias Residence near Kelapa Gading By Travelio,1.0,BIG SALE,Apartment,2,1,Full Furnished,35 sqm,4.8,Kelapa Gading,3.0,2752000,IDR,2025-01-16,1,16,2025,1,monthly
Modern Look Studio Apartment Taman Anggrek Residence By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,26 sqm,New,Tanjung Duren,2.0,5940000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Living Apartment Studio at Tokyo Riverside PIK 2 By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,3440000,IDR,2025-01-16,1,16,2025,1,monthly
Enjoy Living Studio (No Kitchen) Tokyo Riverside PIK 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,New,PIK 2,2.0,3240000,IDR,2025-01-16,1,16,2025,1,monthly
Tranquil and Cozy 1BR Apartment at Thamrin Residence By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,41 sqm,4.9,Thamrin,2.0,8140000,IDR,2025-01-16,1,16,2025,1,monthly
Modern and Comfortable 2BR Apartment Gallery West Residence By Travelio,1.0,tidak ada promo,Apartment,2,2,Full Furnished,85 sqm,New,Kebon Jeruk,4.0,10840000,IDR,2025-01-16,1,16,2025,1,monthly
Homey and Relaxing Studio Tokyo Riverside PIK 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,3140000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort Studio at 33th Floor Bassura City Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,20 sqm,4.9,Cipinang,2.0,4038000,IDR,2025-01-16,1,16,2025,1,monthly
Modern and Nice Studio Citra Living Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,22 sqm,5.0,Kalideres,2.0,3640000,IDR,2025-01-16,1,16,2025,1,monthly
Nice and Comfortable 2BR at Kalibata City Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,28 sqm,5.0,Kalibata,4.0,4140000,IDR,2025-01-16,1,16,2025,1,monthly
Simply Look 2BR Apartment at Gading Nias Residence By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,29 sqm,5.0,Kelapa Gading,4.0,3490000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort Studio at Signature Park Tebet Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,23 sqm,5.0,Tebet,2.0,5340000,IDR,2025-01-16,1,16,2025,1,monthly
Big and Homey 3BR at Pantai Mutiara Apartment By Travelio,1.0,tidak ada promo,Apartment,3,2,Full Furnished,145 sqm,4.8,Penjaringan,6.0,12000000,IDR,2025-01-16,1,16,2025,1,monthly
Great Location and Comfy 2BR at Signature Park Tebet Apartment By Travelio,1.0,Flash Sale,Apartment,2,1,Full Furnished,31 sqm,4.9,Tebet,3.0,6140000,IDR,2025-01-16,1,16,2025,1,monthly
Brand New and Comfort Studio at Vasaka Solterra Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,19 sqm,5.0,Pasar Minggu,1.0,5578500,IDR,2025-01-16,1,16,2025,1,monthly
Brand New and Good Choice 2BR at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,38 sqm,4.9,PIK 2,3.0,4340000,IDR,2025-01-16,1,16,2025,1,monthly
Spacious 2BR with Extra Room at Sherwood Kelapa Gading Apartment By Travelio,1.0,tidak ada promo,Apartment,2,2,Full Furnished,94 sqm,New,Kelapa Gading,3.0,12650000,IDR,2025-01-16,1,16,2025,1,monthly
Spacious and Modern 1BR at Green Sedayu Apartment By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,38 sqm,New,Cengkareng,2.0,6690000,IDR,2025-01-16,1,16,2025,1,monthly
Best Homey and Spacious 3BR at Green Bay Condominium Apartment By Travelio,1.0,tidak ada promo,Apartment,3,2,Full Furnished,118 sqm,5.0,Pluit,4.0,15840000,IDR,2025-01-16,1,16,2025,1,monthly
Homey and Combine Unit 3BR Apartment Boutique Kemayoran By Travelio,1.0,tidak ada promo,Apartment,3,2,Full Furnished,67 sqm,5.0,Kemayoran,6.0,7140000,IDR,2025-01-16,1,16,2025,1,monthly
Good Deal and Restful 2BR Apartment Tokyo Riverside PIK 2 By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,36 sqm,5.0,PIK 2,3.0,4340000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort Stay Studio Apartment at Tokyo Riverside PIK 2 By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,3240000,IDR,2025-01-16,1,16,2025,1,monthly
Well Designed and Comfy 2BR Tokyo Riverside PIK 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,36 sqm,5.0,PIK 2,3.0,4240000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort and Homey 1BR Apartment at Salemba Residence By Travelio,1.0,NEW UNIT,Apartment,1,1,Full Furnished,25 sqm,New,Salemba,2.0,4490000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort Studio at Signature Park Grande Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,25 sqm,5.0,MT Haryono,2.0,5190000,IDR,2025-01-16,1,16,2025,1,monthly
Well Appointed Studio West Vista Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,30 sqm,5.0,Cengkareng,2.0,5958159,IDR,2025-01-16,1,16,2025,1,monthly
Simple and Comfort Studio Room at Green Palace Kalibata Apartment By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,23 sqm,5.0,Kalibata,2.0,3740000,IDR,2025-01-16,1,16,2025,1,monthly
Comfy Studio Apartment at Menteng Park By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,28 sqm,5.0,Menteng,2.0,7840000,IDR,2025-01-16,1,16,2025,1,monthly
Comfortable Studio at Green Sedayu Apartment By Travelio,1.0,NEW UNIT,Apartment,Studio,1,Full Furnished,28 sqm,New,Cengkareng,2.0,5090000,IDR,2025-01-16,1,16,2025,1,monthly
Great Location 2BR Apartment Kalibata City By Travelio,1.0,New,Apartment,2,1,Full Furnished,28 sqm,New,Kalibata,3.0,4240000,IDR,2025-01-16,1,16,2025,1,monthly
Comfy and Elegant Studio at Puri Mansion Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,5.0,Kembangan,1.0,4190000,IDR,2025-01-16,1,16,2025,1,monthly
Spacious 2BR Bellezza Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,63 sqm,4.9,Permata Hijau,3.0,12390000,IDR,2025-01-16,1,16,2025,1,monthly
Simply Studio at 18th Floor Tokyo Riverside PIK 2 Apartment By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,3350000,IDR,2025-01-16,1,16,2025,1,monthly
Comfy and Simply 2BR Apartment Gading Nias Residence By Travelio,1.0,BIG SALE,Apartment,2,1,Full Furnished,35 sqm,5.0,Kelapa Gading,4.0,2592000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy and Minimalist Studio Room Ciputra International Apartment By Travelio,1.0,Disc+Cashbac,Apartment,Studio,1,Full Furnished,25 sqm,5.0,Cengkareng,2.0,3840000,IDR,2025-01-16,1,16,2025,1,monthly
Great Deal and Comfortable 2BR at Bassura City Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,34 sqm,5.0,Cipinang,3.0,5106400,IDR,2025-01-16,1,16,2025,1,monthly
Modern Look 1BR at Thamrin Executive Apartment By Travelio,1.0,BIG SALE,Apartment,1,1,Full Furnished,44 sqm,New,Thamrin,2.0,7340000,IDR,2025-01-16,1,16,2025,1,monthly
Great Choice and Comfy 2BR Daan Mogot City Apartment By Travelio,1.0,Disc+Cashbac,Apartment,2,1,Full Furnished,59 sqm,4.8,Daan Mogot,3.0,6040000,IDR,2025-01-16,1,16,2025,1,monthly
Homey and Cozy Studio at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,1.0,2800000,IDR,2025-01-16,1,16,2025,1,monthly
Serene and Nice Studio at Amethyst Apartment By Travelio,1.0,Flash Sale,Apartment,Studio,1,Full Furnished,29 sqm,New,Gunung Sahari,2.0,4100000,IDR,2025-01-16,1,16,2025,1,monthly
Best Deal and Comfortable 1BR Paladian Park Kelapa Gading Apartment By Travelio,1.0,BIG SALE,Apartment,1,1,Full Furnished,71 sqm,New,Kelapa Gading,2.0,6140000,IDR,2025-01-16,1,16,2025,1,monthly
Great Location Sunter Park View Studio Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,4.9,Sunter,2.0,3590000,IDR,2025-01-16,1,16,2025,1,monthly
Homey and Minimalist Studio Tamansari The Hive Apartment By Travelio,1.0,Flash Sale,Apartment,Studio,1,Full Furnished,27 sqm,4.9,Cawang,2.0,4940000,IDR,2025-01-16,1,16,2025,1,monthly
Nice and Homey 2BR City Park Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,33 sqm,4.9,Cengkareng,3.0,3290000,IDR,2025-01-16,1,16,2025,1,monthly
Best Deal and Comfy Studio Room at Puri Mansion Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,5.0,Kembangan,2.0,4240000,IDR,2025-01-16,1,16,2025,1,monthly
Comfortable 2BR with Private Lift at Lexington Apartment By Travelio,1.0,tidak ada promo,Apartment,2,2,Full Furnished,88 sqm,4.7,Pesanggrahan,4.0,12290000,IDR,2025-01-16,1,16,2025,1,monthly
Brand New and Cozy 2BR Kuningan Place Apartment By Travelio,1.0,GOOD DEAL,Apartment,2,1,Full Furnished,61 sqm,4.6,Setiabudi,3.0,9000000,IDR,2025-01-16,1,16,2025,1,monthly
New and Modern Studio at Daan Mogot City Apartment By Travelio,1.0,Favourite,Apartment,Studio,1,Full Furnished,27 sqm,4.9,Daan Mogot,2.0,4090000,IDR,2025-01-16,1,16,2025,1,monthly
Best and Strategic Studio at Tamansari The Hive Apartment By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,31 sqm,4.9,Cawang,2.0,5306000,IDR,2025-01-16,1,16,2025,1,monthly
Big and Elegant 3BR Apartment at Simprug Park Residences By Travelio,1.0,tidak ada promo,Apartment,3,2,Full Furnished,162 sqm,5.0,Kebayoran Lama,4.0,35360000,IDR,2025-01-16,1,16,2025,1,monthly
Best Elegant and Cozy Stay Studio at Thamrin Executive Apartment By Travelio,1.0,BIG SALE,Apartment,Studio,1,Full Furnished,27 sqm,New,Thamrin,2.0,6460000,IDR,2025-01-16,1,16,2025,1,monthly
