property_title,availability_number,promotion_label,property_type,bedrooms,bathrooms,furnish_type,apart_size,rating,city,capacity,price,currency,date,month,day,year,quarter,rental_period
Unfurnished Studio Room at 22nd Floor T Plaza Apartment By Travelio,1.0,Limited Time,Apartment,1,1,Unfurnished,24 sqm,0,Tanah Abang,0.0,3268000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort and Minimalist 2BR at Hampton Park Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,44 sqm,4.8,Cilandak,3.0,10000000,IDR,2025-01-16,1,16,2025,1,monthly
Studio Unfurnished at 9th Floor Menara Swasana Apartment By Travelio,1.0,Limited Time,Apartment,1,1,Unfurnished,23 sqm,0,Duren Sawit,0.0,2698000,IDR,2025-01-16,1,16,2025,1,monthly
Good and Homey Studio at Belmont Residence Puri Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,22 sqm,5.0,Kembangan,2.0,3590000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort and Spacious 1BR Apartment Green Park View By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,35 sqm,5.0,Daan Mogot,2.0,3690000,IDR,2025-01-16,1,16,2025,1,monthly
Simply and Comfortable 2BR Apartment at Gading Nias Residence By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,35 sqm,5.0,Kelapa Gading,4.0,3590000,IDR,2025-01-16,1,16,2025,1,monthly
Comfy Studio at Pakubuwono Terrace Apartment By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,22 sqm,5.0,Pakubuwono,2.0,4000000,IDR,2025-01-16,1,16,2025,1,monthly
Good Deal and Comfy 2BR Green Sedayu Apartment By Travelio,1.0,BIG SALE,Apartment,2,1,Full Furnished,48 sqm,New,Cengkareng,3.0,7790000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort Living 2BR at Taman Rasuna Kuningan Apartment By Travelio,1.0,NEW UNIT,Apartment,2,1,Full Furnished,73 sqm,New,Rasuna Said,4.0,8540000,IDR,2025-01-16,1,16,2025,1,monthly
Good Choice and Homey Studio Tokyo Riverside PIK 2 Apartment By Travelio,1.0,Flash Sale,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,2985537,IDR,2025-01-16,1,16,2025,1,monthly
Luxurious Studio Apartment Taman Anggrek Residence in Strategic Area By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,26 sqm,5.0,Tanjung Duren,2.0,5850000,IDR,2025-01-16,1,16,2025,1,monthly
Good Deal and Scenic Studio at Tifolia Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,New,Pulo Gadung,2.0,3840000,IDR,2025-01-16,1,16,2025,1,monthly
2BR Unfurnished at Delta Cakung Apartment By Travelio,1.0,GOOD DEAL,Apartment,2,1,Unfurnished,32 sqm,0,Cakung,0.0,1700000,IDR,2025-01-16,1,16,2025,1,monthly
Comfortable and Premium 2BR at Royal Mediterania Garden Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,47 sqm,5.0,Tanjung Duren,3.0,8000000,IDR,2025-01-16,1,16,2025,1,monthly
Best Strategic and Homey 2BR at Green Palace Kalibata Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,29 sqm,5.0,Kalibata,3.0,5190000,IDR,2025-01-16,1,16,2025,1,monthly
Comfy 2BR Apartment Unfurnished with AC at Daan Mogot City By Travelio,1.0,GOOD DEAL,Apartment,2,1,Unfurnished,59 sqm,0,Daan Mogot,0.0,4000000,IDR,2025-01-16,1,16,2025,1,monthly
Tranquil Green Pramuka City 2BR Apartment near Shopping Center By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,39 sqm,4.9,Cempaka Putih,3.0,5140000,IDR,2025-01-16,1,16,2025,1,monthly
Unfurnished Studio Apartment at 16th Floor H Residence By Travelio,1.0,GOOD DEAL,Apartment,1,1,Unfurnished,37 sqm,0,MT Haryono,0.0,4100000,IDR,2025-01-16,1,16,2025,1,monthly
Chic and Cozy Studio Tokyo Riverside PIK 2 Apartment By Travelio,1.0,Limited Time,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,2940000,IDR,2025-01-16,1,16,2025,1,monthly
Compact Minimalist Studio at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,3090000,IDR,2025-01-16,1,16,2025,1,monthly
Luxurious 3BR at Residence 8 Senopati Apartment By Travelio,1.0,NEW UNIT,Apartment,3,3,Full Furnished,180 sqm,New,Senopati,4.0,38831186,IDR,2025-01-16,1,16,2025,1,monthly
Homey 2BR Apartment at Bellagio Residence By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,80 sqm,5.0,Mega Kuningan,4.0,15290000,IDR,2025-01-16,1,16,2025,1,monthly
Homey and Tidy 2BR Apartment at Seasons City By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,41 sqm,5.0,Tambora,4.0,5250000,IDR,2025-01-16,1,16,2025,1,monthly
Spacious 2BR at Kalibata City Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,33 sqm,4.7,Kalibata,3.0,4340000,IDR,2025-01-16,1,16,2025,1,monthly
Spacious and Nice 3BR at Cervino Village Casablanca Apartment By Travelio,1.0,tidak ada promo,Apartment,3,2,Full Furnished,87 sqm,5.0,Casablanca,5.0,11490000,IDR,2025-01-16,1,16,2025,1,monthly
Best Deal and Elegant 1BR Apartment Southgate Residence By Travelio,1.0,Flash Sale,Apartment,1,1,Full Furnished,43 sqm,New,Tanjung Barat,2.0,11700000,IDR,2025-01-16,1,16,2025,1,monthly
Nice and Comfy Studio Apartment at Tokyo Riverside PIK 2 By Travelio,1.0,Favourite,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,3558397,IDR,2025-01-16,1,16,2025,1,monthly
Best Choice and Homey Studio Tifolia Apartment By Travelio,1.0,BIG SALE,Apartment,Studio,1,Full Furnished,21 sqm,5.0,Pulo Gadung,2.0,2955090,IDR,2025-01-16,1,16,2025,1,monthly
Cozy and Tidy Studio at Sunter Park View Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,17 sqm,5.0,Sunter,2.0,3500000,IDR,2025-01-16,1,16,2025,1,monthly
Good and Homey Apartment Studio at Tokyo Riverside PIK 2 By Travelio,1.0,Flash Sale,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,3069200,IDR,2025-01-16,1,16,2025,1,monthly
Cozy 2BR Unfurnished with AC at Callia Apartment By Travelio,1.0,GOOD DEAL,Apartment,2,1,Unfurnished,64 sqm,0,Pulomas,3.0,5340000,IDR,2025-01-16,1,16,2025,1,monthly
Minimalist and Restful Studio Tokyo Riverside PIK 2 Apartment By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,2850000,IDR,2025-01-16,1,16,2025,1,monthly
Best Choice and Cozy 2BR Apartment at Vittoria Residence By Travelio,1.0,NEW UNIT,Apartment,2,1,Full Furnished,43 sqm,New,Cengkareng,3.0,4490000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort and Modern Studio Apartment Aspen Residence By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,39 sqm,New,Fatmawati,2.0,7040000,IDR,2025-01-16,1,16,2025,1,monthly
Comfortable and Nice Studio at Harco Mangga Besar Apartment By Travelio,1.0,Flash Sale,Apartment,Studio,1,Full Furnished,28 sqm,5.0,Mangga Besar,2.0,4210000,IDR,2025-01-16,1,16,2025,1,monthly
Best Place and Homey 2BR Patria Park Apartment By Travelio,1.0,Disc+Cashbac,Apartment,2,1,Full Furnished,57 sqm,5.0,Cawang,4.0,6090000,IDR,2025-01-16,1,16,2025,1,monthly
Comfy and Tidy 1BR The Mansion Kemayoran Apartment near JIEXPO By Travelio,1.0,Diskon 10%,Apartment,1,1,Full Furnished,23 sqm,4.7,Kemayoran,2.0,5340000,IDR,2025-01-16,1,16,2025,1,monthly
Fancy and Spacious 1BR Apartment at 26th Floor L'avenue By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,53 sqm,5.0,Pancoran,2.0,10990000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Stay Studio Apartment at Tokyo Riverside PIK 2 By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,3200000,IDR,2025-01-16,1,16,2025,1,monthly
Elegant and Homey 1BR at Apartment Jakarta Residence By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,35 sqm,New,Thamrin,2.0,7140000,IDR,2025-01-16,1,16,2025,1,monthly
2BR Pancoran BEST L'Avenue Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,88 sqm,4.9,Pancoran,4.0,15040000,IDR,2025-01-16,1,16,2025,1,monthly
2BR Bassura City Apartment with Mall Access By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,39 sqm,5.0,Cipinang,4.0,5187000,IDR,2025-01-16,1,16,2025,1,monthly
2BR Apartment at Sudirman Park By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,46 sqm,4.3,Sudirman,3.0,7600000,IDR,2025-01-16,1,16,2025,1,monthly
Studio Room at Guest House Way Seputih near Taman Anggrek By Travelio,11.0,Favourite,Apartment,Studio,1,Full Furnished,15 sqm,5.0,Tanjung Duren,2.0,2475000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Minimalist Studio Apartment Tokyo Riverside PIK 2 By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,21 sqm,New,PIK 2,2.0,3271890,IDR,2025-01-16,1,16,2025,1,monthly
Good Studio Unfurnished at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,GOOD DEAL,Apartment,1,1,Unfurnished,21 sqm,0,PIK 2,0.0,1440000,IDR,2025-01-16,1,16,2025,1,monthly
Warm and Modern Look Studio Room at Gold Coast Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,28 sqm,5.0,Pantai Indah Kapuk,2.0,9400000,IDR,2025-01-16,1,16,2025,1,monthly
1BR Comfort Madison Park Apartment near Central Park By Travelio,1.0,BIG SALE,Apartment,1,1,Full Furnished,29 sqm,4.8,Tanjung Duren,2.0,4640000,IDR,2025-01-16,1,16,2025,1,monthly
Best Strategic and Modern 2BR at Kalibata City Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,33 sqm,5.0,Kalibata,4.0,4390000,IDR,2025-01-16,1,16,2025,1,monthly
Warm 2BR Unfurnished at Samesta East Point Apartment By Travelio,1.0,NEW,Apartment,2,1,Unfurnished,44 sqm,0,Cakung,0.0,2000000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort 2BR with Work Space Apartment at Gading Resort Residence By Travelio,1.0,BIG SALE,Apartment,2,2,Full Furnished,103 sqm,New,Kelapa Gading,4.0,10140000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort and Simply 2BR Apartment at Bellagio Residence By Travelio,1.0,tidak ada promo,Apartment,2,2,Full Furnished,77 sqm,New,Mega Kuningan,3.0,14600000,IDR,2025-01-16,1,16,2025,1,monthly
Simply and Modern 2BR The Mansion Kemayoran Apartment By Travelio,1.0,BIG SALE,Apartment,2,1,Full Furnished,76 sqm,4.7,Kemayoran,3.0,7840000,IDR,2025-01-16,1,16,2025,1,monthly
Simple Designed Studio Tokyo Riverside PIK 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,New,PIK 2,2.0,3240000,IDR,2025-01-16,1,16,2025,1,monthly
Studio Unfurnished at 18th Floor Samesta East Point Apartment By Travelio,1.0,tidak ada promo,Apartment,1,1,Unfurnished,28 sqm,0,Cakung,0.0,1750000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Stay 2BR Paradise Mansion Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,44 sqm,New,Kalideres,3.0,5240000,IDR,2025-01-16,1,16,2025,1,monthly
Comfy and Spacious 2BR at Seasons City Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,55 sqm,5.0,Tambora,4.0,6800000,IDR,2025-01-16,1,16,2025,1,monthly
Comfortable Studio Room at Kebagusan City Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,22 sqm,4.8,Kebagusan,2.0,3650000,IDR,2025-01-16,1,16,2025,1,monthly
Unfurnished Studio Apartment With AC at 8th Floor Nine Residence By Travelio,1.0,GOOD DEAL,Apartment,1,1,Unfurnished,38 sqm,0,Mampang Prapatan,0.0,5690000,IDR,2025-01-16,1,16,2025,1,monthly
Well Furnished and Homey 2BR Bassura City Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,34 sqm,New,Cipinang,3.0,4790000,IDR,2025-01-16,1,16,2025,1,monthly
Simply 2BR Unfurnished at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,GOOD DEAL,Apartment,2,1,Unfurnished,36 sqm,0,PIK 2,0.0,2500000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort 1BR Unfurnished at Sentraland Cengkareng Apartment By Travelio,1.0,Limited Time,Apartment,1,1,Unfurnished,33 sqm,0,Cengkareng,0.0,2318000,IDR,2025-01-16,1,16,2025,1,monthly
Spacious and Comfort 3BR Apartment at Simprug Park Residences By Travelio,1.0,tidak ada promo,Apartment,3,3,Full Furnished,185 sqm,4.9,Kebayoran Lama,4.0,37110000,IDR,2025-01-16,1,16,2025,1,monthly
Warm and Enjoy Living 2BR at Pancoran Riverside Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,33 sqm,5.0,Pancoran,3.0,4390000,IDR,2025-01-16,1,16,2025,1,monthly
Good Choice and Homey Studio at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,4.9,PIK 2,2.0,3240000,IDR,2025-01-16,1,16,2025,1,monthly
Unfurnished Studio (No Kitchen) with AC at Bassura City Apartment By Travelio,1.0,New,Apartment,1,1,Unfurnished,19 sqm,0,Cipinang,0.0,2840000,IDR,2025-01-16,1,16,2025,1,monthly
Fully Furnished with Comfortable Design Studio Puri Orchard Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,26 sqm,4.9,Cengkareng,2.0,3990000,IDR,2025-01-16,1,16,2025,1,monthly
Minimalist and Nice Studio at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,Flash Sale,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,3054200,IDR,2025-01-16,1,16,2025,1,monthly
Comfy Studio Apartment at Puri Park View By Travelio,1.0,NEW UNIT,Apartment,Studio,1,Full Furnished,25 sqm,New,Kembangan,2.0,3090000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort Stay and Minimalist 1BR Ciputra World 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,52 sqm,4.5,Karet Kuningan,2.0,14490000,IDR,2025-01-16,1,16,2025,1,monthly
Wonderful and Comfort 2BR at Grand Madison Apartment By Travelio,1.0,Flash Sale,Apartment,2,1,Full Furnished,48 sqm,5.0,Tanjung Duren,3.0,7700000,IDR,2025-01-16,1,16,2025,1,monthly
Homey and Elegant 2BR at Pakubuwono Terrace Apartment By Travelio,1.0,GOOD DEAL,Apartment,2,1,Full Furnished,38 sqm,5.0,Pakubuwono,3.0,5700000,IDR,2025-01-16,1,16,2025,1,monthly
Best Modern 2BR at City Home Gading Riverview (MOI) Apartment By Travelio,1.0,Favourite,Apartment,2,1,Full Furnished,45 sqm,New,Kelapa Gading,4.0,6990000,IDR,2025-01-16,1,16,2025,1,monthly
Best Homey 2BR at Puri Park View Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,35 sqm,5.0,Kembangan,3.0,4440000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Studio Apartment at Nine Residence By Travelio,1.0,Favourite,Apartment,Studio,1,Full Furnished,38 sqm,5.0,Mampang Prapatan,2.0,7955000,IDR,2025-01-16,1,16,2025,1,monthly
Modern Look Studio (No Kitchen) Tokyo Riverside PIK 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,New,PIK 2,2.0,3240000,IDR,2025-01-16,1,16,2025,1,monthly
Simply Look Studio at Green Sedayu Apartment By Travelio,1.0,BIG SALE,Apartment,Studio,1,Full Furnished,38 sqm,5.0,Cengkareng,2.0,4040000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort Studio Pluit Sea View Apartment By Travelio,1.0,Flash Sale,Apartment,Studio,1,Full Furnished,24 sqm,4.9,Pluit,2.0,2700000,IDR,2025-01-16,1,16,2025,1,monthly
Spacious and Modern 2BR Loft with Wardrobe Room Kuningan Place Apartment By Travelio,1.0,Flash Sale,Apartment,2,3,Full Furnished,268 sqm,New,Setiabudi,4.0,19990000,IDR,2025-01-16,1,16,2025,1,monthly
Fancy and Spacious 3BR with Private Lift Menara Jakarta Kemayoran Apartment By Travelio,1.0,NEW UNIT,Apartment,3,3,Full Furnished,141 sqm,New,Kemayoran,6.0,13940000,IDR,2025-01-16,1,16,2025,1,monthly
Minimalist and Simply Look Studio Tokyo Riverside PIK 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,New,PIK 2,2.0,3471890,IDR,2025-01-16,1,16,2025,1,monthly
Great Deal and Scenic Studio at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,21 sqm,New,PIK 2,2.0,3240000,IDR,2025-01-16,1,16,2025,1,monthly
Warm and Serene 2BR Apartment at Mediterania Garden Residence 2 By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,47 sqm,New,Tanjung Duren,3.0,6390000,IDR,2025-01-16,1,16,2025,1,monthly
Homey and Simply Studio at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,21 sqm,4.9,PIK 2,2.0,3140000,IDR,2025-01-16,1,16,2025,1,monthly
Homey and Nice Studio at Signature Park Grande Apartment By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,23 sqm,5.0,MT Haryono,2.0,4850000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort and Elegant Studio Loft  Apartment at Southgate Residence By Travelio,1.0,Flash Sale,Apartment,Studio,1,Full Furnished,35 sqm,New,Tanjung Barat,2.0,11700000,IDR,2025-01-16,1,16,2025,1,monthly
Budget 2BR Apartment Gading Nias Residence Emerald Access to Pool By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,35 sqm,5.0,Kelapa Gading,3.0,3200000,IDR,2025-01-16,1,16,2025,1,monthly
Good Choice and Restful Studio at Tifolia Apartment By Travelio,1.0,BIG SALE,Apartment,Studio,1,Full Furnished,21 sqm,New,Pulo Gadung,2.0,2640000,IDR,2025-01-16,1,16,2025,1,monthly
Brand New 2BR L'Avenue Apartment By Travelio,1.0,Disc+Cashbac,Apartment,2,1,Full Furnished,78 sqm,5.0,Pancoran,4.0,13450500,IDR,2025-01-16,1,16,2025,1,monthly
Vibrant 1BR Apartment at Belmont Residence Puri By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,32 sqm,4.9,Kembangan,2.0,4890000,IDR,2025-01-16,1,16,2025,1,monthly
Modern and Nice Studio at Titanium Square Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,29 sqm,4.9,Pasar Rebo,2.0,3690000,IDR,2025-01-16,1,16,2025,1,monthly
Luxurious 1BR at The Mansion Kemayoran Apartment By Travelio,1.0,BIG SALE,Apartment,1,1,Full Furnished,29 sqm,5.0,Kemayoran,2.0,4790000,IDR,2025-01-16,1,16,2025,1,monthly
Compact and Cozy 2BR Kalibata City Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,34 sqm,5.0,Kalibata,3.0,4340000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Living Studio Apartment at Green Pramuka City near Shopping Center By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,5.0,Cempaka Putih,2.0,4090000,IDR,2025-01-16,1,16,2025,1,monthly
Modern and New Studio at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,Favourite,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,3325000,IDR,2025-01-16,1,16,2025,1,monthly
Affordable Price 2BR Green Pramuka City Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,33 sqm,5.0,Cempaka Putih,3.0,5210890,IDR,2025-01-16,1,16,2025,1,monthly
Comfort Living Studio at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,3340000,IDR,2025-01-16,1,16,2025,1,monthly
Modern and Comfort 2BR at The Mansion Kemayoran Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,74 sqm,New,Kemayoran,3.0,9000000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Living 1BR Casablanca Mansion Apartment near Mall By Travelio,1.0,GOOD DEAL,Apartment,1,1,Full Furnished,42 sqm,New,Casablanca,2.0,6500000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Stay and Spacious Studio with Pool View at West Vista Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,30 sqm,5.0,Cengkareng,2.0,4590000,IDR,2025-01-16,1,16,2025,1,monthly
Suite 3BR Kemang Village Apartment By Travelio,1.0,tidak ada promo,Apartment,3,2,Full Furnished,132 sqm,5.0,Kemang,5.0,28839000,IDR,2025-01-16,1,16,2025,1,monthly
Spacious 1BR Lexington Apartment By Travelio,1.0,Up To 1JT,Apartment,1,1,Full Furnished,56 sqm,5.0,Pesanggrahan,2.0,8131225,IDR,2025-01-16,1,16,2025,1,monthly
Stunning 2BR with Maid Room Park Royale Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,85 sqm,New,Bendungan Hilir,3.0,12590000,IDR,2025-01-16,1,16,2025,1,monthly
Nice and Comfortable 2BR at Samara Suites Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,64 sqm,5.0,Gatot Subroto Jakarta,3.0,14000000,IDR,2025-01-16,1,16,2025,1,monthly
Comfy and Furnished 2BR Bassura City Apartment near Mall By Travelio,1.0,Disc+Cashbac,Apartment,2,1,Full Furnished,34 sqm,5.0,Cipinang,3.0,3790000,IDR,2025-01-16,1,16,2025,1,monthly
Studio Modern Tamansari The Hive Apartment by Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,25 sqm,4.9,Cawang,2.0,5550000,IDR,2025-01-16,1,16,2025,1,monthly
Studio near Bella Terra Mall at Tifolia Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,5.0,Pulo Gadung,2.0,3890000,IDR,2025-01-16,1,16,2025,1,monthly
Best Location and Homey 1BR Fatmawati City Center Apartment By Travelio,1.0,BIG SALE,Apartment,1,1,Full Furnished,34 sqm,New,Fatmawati,2.0,8190000,IDR,2025-01-16,1,16,2025,1,monthly
Strategic Studio at 30th Floor Tamansari Semanggi  Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,37 sqm,New,Semanggi,2.0,7415000,IDR,2025-01-16,1,16,2025,1,monthly
Minimalist Studio (No Kitchen) at Green Bay Pluit Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,5.0,Pluit,2.0,4700000,IDR,2025-01-16,1,16,2025,1,monthly
Nice and Fancy 2BR Apartment Taman Anggrek Residence By Travelio,1.0,GOOD DEAL,Apartment,2,1,Full Furnished,50 sqm,5.0,Tanjung Duren,4.0,8700000,IDR,2025-01-16,1,16,2025,1,monthly
Restful and Comfy Studio Green Sedayu Apartment By Travelio,1.0,Disc+Cashbac,Apartment,Studio,1,Full Furnished,28 sqm,New,Cengkareng,2.0,4190000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Stay 1BR Apartment at 1 @ Cik Ditiro By Travelio,1.0,Disc+Cashbac,Apartment,1,1,Full Furnished,42 sqm,New,Menteng,2.0,10690000,IDR,2025-01-16,1,16,2025,1,monthly
Homey and Warm Studio at 28th Floor Gold Coast Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,29 sqm,5.0,Pantai Indah Kapuk,2.0,7970000,IDR,2025-01-16,1,16,2025,1,monthly
Homey and Modern 1BR at Fifty Seven Promenade Apartment By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,42 sqm,New,Tanah Abang,2.0,17840000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort Living and Strategic Studio at Kebagusan City Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,28 sqm,5.0,Kebagusan,2.0,4040000,IDR,2025-01-16,1,16,2025,1,monthly
Homey and Enjoy Living 2BR at Osaka Riverview PIK 2 Apartment By Travelio,1.0,Flash Sale,Apartment,2,1,Full Furnished,25 sqm,New,PIK 2,3.0,2601000,IDR,2025-01-16,1,16,2025,1,monthly
Simply Look and Cozy Studio Apartment Tokyo Riverside PIK 2 By Travelio,1.0,New,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,3140000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy and Simply Look Studio Sedayu City Suites Kelapa Gading Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,28 sqm,5.0,Kelapa Gading,2.0,5090000,IDR,2025-01-16,1,16,2025,1,monthly
Minimalist and Comfy Studio at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,BIG SALE,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,2552000,IDR,2025-01-16,1,16,2025,1,monthly
Modern Look and Comfort 2BR at Puri Orchard Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,50 sqm,New,Cengkareng,3.0,6190000,IDR,2025-01-16,1,16,2025,1,monthly
Restful and Strategic Studio Kalibata City Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,33 sqm,4.2,Kalibata,1.0,3700000,IDR,2025-01-16,1,16,2025,1,monthly
Comfy 2BR at 16th Floor Green Palace Kalibata Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,35 sqm,5.0,Kalibata,3.0,5390000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Living Studio (No Kitchen) Tokyo Riverside PIK 2 Apartment By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,21 sqm,New,PIK 2,2.0,3000000,IDR,2025-01-16,1,16,2025,1,monthly
Modern 2BR Apartment at Seasons City By Travelio,1.0,BIG SALE,Apartment,2,1,Full Furnished,42 sqm,4.8,Tambora,3.0,5340000,IDR,2025-01-16,1,16,2025,1,monthly
Minimalist and Fully Furnished Studio Tifolia Apartment By Travelio,1.0,Favourite,Apartment,Studio,1,Full Furnished,21 sqm,4.9,Pulo Gadung,2.0,3840000,IDR,2025-01-16,1,16,2025,1,monthly
Homey and Comfort Studio at Tifolia Apartment By Travelio,1.0,Flash Sale,Apartment,Studio,1,Full Furnished,21 sqm,4.8,Pulo Gadung,4.0,3272100,IDR,2025-01-16,1,16,2025,1,monthly
